employee_id,survey_month,support_feeling,job_satisfaction,exhaustion_feeling,work_mood,feedback_text,department,location,job_title,worker_type,tenure_months
290,2025-03,Sometimes supported,Neutral,Sometimes,Happy,Proper equipment provided. Respectful treatment. Too much overtime. Housing problems.,Maintenance,Upington,Equipment Technician,Permanent,140
291,2025-03,Often supported,Satisfied,Rarely,Very happy,Regular breaks. Respectful treatment. Fair pay.,Administration,Ceres Pack House,Admin Clerk,Permanent,22
292,2025-03,Rarely supported,Dissatisfied,Always,Unhappy,Too much overtime. Heavy workload. Unfair treatment.,Logistics,Ceres Pack House,Warehouse Worker,Contract,8
293,2025-03,Rarely supported,Dissatisfied,Often,Happy,Long hours. Too much overtime. Inadequate breaks.,Citrus Production,Citrusdal,Harvester,Contract,41
295,2025-03,Always supported,Very satisfied,Rarely,Very happy,Respectful treatment. Proper equipment provided. Opportunities to learn.,Administration,Graaff-Reinet,Data Entry Clerk,Permanent,106
296,2025-03,Often supported,Satisfied,Rarely,Neutral,Clear instructions. Safety is prioritized. Good team.,Maintenance,Dullstroom,Mechanic,Permanent,183
297,2025-03,Sometimes supported,Neutral,Rarely,Neutral,Safety is prioritized. Clear instructions. Inadequate breaks. Low wages.,Maintenance,Dullstroom,Maintenance Worker,Seasonal,1
298,2025-03,Often supported,Satisfied,Sometimes,Neutral,Safety is prioritized. Clear instructions. Opportunities to learn. Transportation issues.,Citrus Production,Citrusdal,Tractor Driver,Permanent,102
299,2025-03,Sometimes supported,Neutral,Sometimes,Neutral,Supportive supervisors. Good communication. Long hours. Inadequate breaks.,Pack House Operations,Ceres,Floor Supervisor,Permanent,52
300,2025-03,Sometimes supported,Neutral,Often,Happy,Proper equipment provided. Good communication. Safety concerns. Heavy workload.,Maize Production,Graaff-Reinet,Harvester,Seasonal,3
301,2025-03,Often supported,Satisfied,Never,Unhappy,Fair management. Good working environment. Regular breaks.,Cattle Farming,Dullstroom,Livestock Supervisor,Permanent,181
303,2025-03,Sometimes supported,Neutral,Sometimes,Happy,Regular breaks. Good working environment. Unfair treatment. Housing problems.,Administration,Dullstroom,Office Manager,Permanent,186
309,2025-03,Often supported,Satisfied,Rarely,Very happy,Regular breaks. Supportive supervisors. Good team. Long hours.,Administration,Citrusdal,Admin Clerk,Permanent,88
314,2025-03,Often supported,Satisfied,Rarely,Happy,Fair pay. Fair management. Supportive supervisors.,Maintenance,Dullstroom,Electrician,Contract,33
315,2025-03,Sometimes supported,Neutral,Sometimes,Unhappy,Respectful treatment. Supportive supervisors. Poor equipment. Heavy workload.,Maintenance,Upington,Electrician,Permanent,107
316,2025-03,Always supported,Very satisfied,Rarely,Very happy,Good team. Clear instructions. Supportive supervisors.,Administration,Citrusdal Pack House,Payroll Officer,Permanent,6
317,2025-03,Often supported,Satisfied,Often,Very happy,Regular breaks. Proper equipment provided. Respectful treatment. Housing problems.,Logistics,Upington,Driver,Permanent,108
318,2025-03,Often supported,Satisfied,Sometimes,Happy,Fair pay. Proper equipment provided. Supportive supervisors. Inadequate breaks.,Maintenance,Ceres,Maintenance Worker,Permanent,85
320,2025-03,Often supported,Satisfied,Rarely,Neutral,Good team. Proper equipment provided. Regular breaks. Housing problems.,Maintenance,Dullstroom,Maintenance Worker,Permanent,60
321,2025-03,Sometimes supported,Neutral,Rarely,Happy,Fair pay. Good working environment. Inadequate breaks. Poor equipment.,Cattle Farming,Dullstroom,Cattle Herder,Permanent,161
322,2025-03,Sometimes supported,Neutral,Sometimes,Neutral,Regular breaks. Respectful treatment. Transportation issues. Inadequate breaks.,Maize Production,Graaff-Reinet,Field Supervisor,Permanent,40
323,2025-03,Rarely supported,Dissatisfied,Often,Unhappy,Housing problems. Long hours. Transportation issues.,Administration,Graaff-Reinet,Admin Clerk,Contract,6
327,2025-03,Sometimes supported,Neutral,Often,Neutral,Clear instructions. Good team. Unfair treatment. Low wages.,Logistics,Upington,Driver,Permanent,46
328,2025-03,Often supported,Satisfied,Rarely,Happy,Regular breaks. Good team. Fair management.,Logistics,Ceres Pack House,Forklift Operator,Permanent,187
332,2025-03,Sometimes supported,Neutral,Sometimes,Unhappy,Safety is prioritized. Good communication. Inadequate breaks. Safety concerns.,Maintenance,Upington,Electrician,Permanent,45
333,2025-03,Often supported,Satisfied,Rarely,Happy,Respectful treatment. Fair pay. Good working environment.,Grape Production,Upington,Vineyard Supervisor,Permanent,83
334,2025-03,Often supported,Satisfied,Rarely,Very happy,Proper equipment provided. Opportunities to learn. Fair management.,Administration,Ceres,Payroll Officer,Permanent,109
335,2025-03,Rarely supported,Dissatisfied,Often,Unhappy,Poor communication. Unfair treatment. Long hours.,Grape Production,Upington,Viticulturist,Seasonal,5
336,2025-03,Rarely supported,Dissatisfied,Often,Unhappy,Heavy workload. Poor communication. Weather challenges.,Logistics,Citrusdal,Forklift Operator,Permanent,151
337,2025-03,Sometimes supported,Neutral,Often,Neutral,Regular breaks. Supportive supervisors. Safety concerns. Too much overtime.,Maintenance,Dullstroom,Maintenance Worker,Seasonal,5
338,2025-03,Rarely supported,Dissatisfied,Often,Neutral,Poor communication. Long hours. Unfair treatment. Clear instructions.,Pack House Operations,Ceres Pack House,Quality Inspector,Seasonal,4
340,2025-03,Sometimes supported,Neutral,Sometimes,Neutral,Supportive supervisors. Respectful treatment. Weather challenges. Long hours.,Cattle Farming,Dullstroom,Livestock Supervisor,Permanent,61
343,2025-03,Sometimes supported,Neutral,Sometimes,Neutral,Respectful treatment. Proper equipment provided. Transportation issues. Too much overtime.,Administration,Ceres Pack House,HR Assistant,Permanent,131
346,2025-03,Sometimes supported,Neutral,Often,Very unhappy,Good team. Opportunities to learn. Poor communication. Unfair treatment.,Pack House Operations,Ceres Pack House,Floor Supervisor,Permanent,22
347,2025-03,Rarely supported,Dissatisfied,Often,Unhappy,Long hours. Weather challenges. Inadequate breaks.,Citrus Production,Ceres,Farm Worker,Seasonal,5
349,2025-03,Rarely supported,Dissatisfied,Always,Unhappy,Safety concerns. Too much overtime. Poor equipment.,Pack House Operations,Ceres Pack House,Logistics Coordinator,Seasonal,3
354,2025-03,Sometimes supported,Neutral,Rarely,Neutral,Fair pay. Regular breaks. Housing problems. Poor equipment.,Administration,Dullstroom,Admin Clerk,Permanent,108
355,2025-03,Sometimes supported,Neutral,Sometimes,Happy,Good communication. Good team. Heavy workload. Unfair treatment.,Logistics,Citrusdal,Forklift Operator,Permanent,40
357,2025-03,Often supported,Satisfied,Sometimes,Very happy,Fair management. Good team. Proper equipment provided.,Pack House Operations,Ceres Pack House,Logistics Coordinator,Permanent,48
359,2025-03,Rarely supported,Dissatisfied,Always,Unhappy,Housing problems. Too much overtime. Poor communication.,Citrus Production,Citrusdal,Farm Worker,Seasonal,1
364,2025-03,Sometimes supported,Neutral,Often,Neutral,Fair pay. Clear instructions. Transportation issues. Housing problems.,Pack House Operations,Citrusdal Pack House,Sorter,Contract,4
367,2025-03,Often supported,Satisfied,Never,Happy,Good team. Fair pay. Opportunities to learn.,Maintenance,Citrusdal Pack House,Maintenance Supervisor,Permanent,137
368,2025-03,Sometimes supported,Neutral,Rarely,Happy,Supportive supervisors. Regular breaks. Unfair treatment. Housing problems.,Maintenance,Citrusdal,Maintenance Worker,Permanent,76
372,2025-03,Sometimes supported,Neutral,Sometimes,Neutral,Good team. Fair management. Poor equipment. Weather challenges.,Maintenance,Upington,Equipment Technician,Permanent,53
373,2025-03,Sometimes supported,Neutral,Sometimes,Happy,Safety is prioritized. Clear instructions. Long hours. Poor communication.,Logistics,Ceres Pack House,Logistics Supervisor,Permanent,111
376,2025-03,Sometimes supported,Neutral,Rarely,Neutral,Good working environment. Safety is prioritized. Too much overtime. Inadequate breaks.,Maize Production,Graaff-Reinet,Crop Specialist,Permanent,10
379,2025-03,Rarely supported,Dissatisfied,Often,Very unhappy,Transportation issues. Heavy workload. Poor communication.,Cattle Farming,Dullstroom,Livestock Supervisor,Seasonal,5
380,2025-03,Sometimes supported,Neutral,Sometimes,Neutral,Clear instructions. Good communication. Heavy workload. Housing problems.,Maintenance,Citrusdal,Equipment Technician,Permanent,13
382,2025-03,Rarely supported,Dissatisfied,Often,Very happy,Housing problems. Long hours. Too much overtime. Good team.,Pack House Operations,Ceres,Quality Inspector,Seasonal,5
385,2025-03,Often supported,Satisfied,Rarely,Happy,Good working environment. Supportive supervisors. Good team. Safety concerns.,Maintenance,Graaff-Reinet,Equipment Technician,Permanent,129
387,2025-03,Sometimes supported,Neutral,Sometimes,Neutral,Safety is prioritized. Good communication. Too much overtime. Unfair treatment.,Maize Production,Graaff-Reinet,Tractor Driver,Seasonal,1
388,2025-03,Often supported,Satisfied,Rarely,Neutral,Good team. Fair management. Opportunities to learn.,Administration,Ceres,Data Entry Clerk,Permanent,158
389,2025-03,Sometimes supported,Neutral,Sometimes,Neutral,Supportive supervisors. Respectful treatment. Housing problems. Transportation issues.,Administration,Graaff-Reinet,Data Entry Clerk,Permanent,28
391,2025-03,Sometimes supported,Neutral,Often,Very unhappy,Regular breaks. Good working environment. Long hours. Inadequate breaks.,Logistics,Graaff-Reinet,Driver,Permanent,5
392,2025-03,Rarely supported,Dissatisfied,Always,Unhappy,Weather challenges. Inadequate breaks. Poor communication.,Pack House Operations,Citrusdal Pack House,Sorter,Seasonal,5
393,2025-03,Sometimes supported,Neutral,Sometimes,Neutral,Good working environment. Opportunities to learn. Transportation issues. Low wages.,Citrus Production,Citrusdal,Farm Worker,Seasonal,4
396,2025-03,Sometimes supported,Neutral,Sometimes,Neutral,Good communication. Fair pay. Inadequate breaks. Poor equipment.,Maintenance,Dullstroom,Maintenance Supervisor,Permanent,22
402,2025-03,Often supported,Satisfied,Rarely,Happy,Fair pay. Good working environment. Fair management.,Cattle Farming,Dullstroom,Cattle Herder,Permanent,182
403,2025-03,Sometimes supported,Neutral,Sometimes,Neutral,Supportive supervisors. Respectful treatment. Housing problems. Transportation issues.,Citrus Production,Ceres,Farm Supervisor,Seasonal,3
406,2025-03,Sometimes supported,Neutral,Often,Unhappy,Opportunities to learn. Clear instructions. Safety concerns. Transportation issues.,Pack House Operations,Citrusdal Pack House,Floor Supervisor,Permanent,134
408,2025-03,Sometimes supported,Neutral,Sometimes,Unhappy,Fair pay. Respectful treatment. Poor communication. Long hours.,Maintenance,Citrusdal,Equipment Technician,Permanent,173
410,2025-03,Sometimes supported,Neutral,Sometimes,Neutral,Clear instructions. Good communication. Unfair treatment. Too much overtime.,Maintenance,Ceres,Mechanic,Permanent,141
411,2025-03,Rarely supported,Dissatisfied,Often,Neutral,Low wages. Long hours. Poor equipment.,Logistics,Citrusdal Pack House,Forklift Operator,Permanent,111
413,2025-03,Sometimes supported,Neutral,Rarely,Happy,Respectful treatment. Safety is prioritized. Too much overtime. Inadequate breaks.,Cattle Farming,Dullstroom,Milking Technician,Permanent,107
414,2025-03,Sometimes supported,Neutral,Rarely,Happy,Opportunities to learn. Good working environment. Inadequate breaks. Poor equipment.,Pack House Operations,Ceres Pack House,Machine Operator,Permanent,118
416,2025-03,Often supported,Satisfied,Sometimes,Happy,Good working environment. Good team. Fair pay.,Logistics,Upington,Driver,Permanent,101
417,2025-03,Sometimes supported,Neutral,Rarely,Neutral,Safety is prioritized. Fair pay. Safety concerns. Too much overtime.,Maintenance,Citrusdal Pack House,Mechanic,Permanent,33
418,2025-03,Often supported,Satisfied,Rarely,Happy,Proper equipment provided. Opportunities to learn. Clear instructions.,Maintenance,Citrusdal Pack House,Equipment Technician,Permanent,69
419,2025-03,Sometimes supported,Neutral,Sometimes,Happy,Supportive supervisors. Fair pay. Housing problems. Inadequate breaks.,Pack House Operations,Citrusdal Pack House,Sorter,Seasonal,3
420,2025-03,Sometimes supported,Neutral,Often,Happy,Opportunities to learn. Proper equipment provided. Safety concerns. Poor equipment.,Logistics,Upington,Dispatcher,Permanent,172
421,2025-03,Not at all supported,Very dissatisfied,Always,Very unhappy,Heavy workload. Safety concerns. Weather challenges.,Pack House Operations,Citrusdal Pack House,Machine Operator,Seasonal,4
424,2025-03,Sometimes supported,Neutral,Sometimes,Unhappy,Opportunities to learn. Fair pay. Weather challenges. Long hours.,Logistics,Citrusdal Pack House,Dispatcher,Contract,27
425,2025-03,Rarely supported,Dissatisfied,Often,Happy,Housing problems. Poor equipment. Unfair treatment. Good team.,Pack House Operations,Citrusdal Pack House,Logistics Coordinator,Seasonal,5
426,2025-03,Rarely supported,Dissatisfied,Often,Unhappy,Low wages. Weather challenges. Unfair treatment. Proper equipment provided.,Pack House Operations,Ceres Pack House,Packer,Permanent,6
428,2025-03,Rarely supported,Dissatisfied,Often,Neutral,Unfair treatment. Transportation issues. Safety concerns.,Grape Production,Upington,Pruner,Seasonal,6
432,2025-03,Sometimes supported,Neutral,Sometimes,Unhappy,Opportunities to learn. Good communication. Unfair treatment. Too much overtime.,Maintenance,Dullstroom,Maintenance Supervisor,Seasonal,5
433,2025-03,Rarely supported,Dissatisfied,Often,Neutral,Heavy workload. Weather challenges. Housing problems. Proper equipment provided.,Pack House Operations,Ceres,Packer,Seasonal,2
437,2025-03,Sometimes supported,Neutral,Rarely,Happy,Respectful treatment. Clear instructions. Long hours. Transportation issues.,Logistics,Upington,Logistics Supervisor,Permanent,179
438,2025-03,Often supported,Satisfied,Rarely,Very happy,Good communication. Respectful treatment. Fair pay.,Cattle Farming,Dullstroom,Milking Technician,Permanent,128
439,2025-03,Often supported,Satisfied,Sometimes,Happy,Good communication. Clear instructions. Proper equipment provided.,Maintenance,Dullstroom,Maintenance Supervisor,Permanent,68
440,2025-03,Sometimes supported,Neutral,Sometimes,Neutral,Good working environment. Safety is prioritized. Weather challenges. Inadequate breaks.,Cattle Farming,Dullstroom,Farm Hand,Permanent,186
444,2025-03,Often supported,Satisfied,Rarely,Neutral,Good working environment. Fair management. Supportive supervisors.,Administration,Dullstroom,HR Assistant,Permanent,10
445,2025-03,Sometimes supported,Neutral,Sometimes,Neutral,Proper equipment provided. Safety is prioritized. Inadequate breaks. Too much overtime.,Maintenance,Upington,Maintenance Supervisor,Permanent,46
452,2025-03,Often supported,Satisfied,Never,Happy,Safety is prioritized. Proper equipment provided. Fair management.,Maintenance,Dullstroom,Mechanic,Permanent,118
454,2025-03,Sometimes supported,Neutral,Sometimes,Neutral,Good communication. Supportive supervisors. Inadequate breaks. Unfair treatment.,Pack House Operations,Citrusdal Pack House,Packer,Seasonal,3
